1098.1	164.13	94.106	56.569	33.101	1
491.33	13.506	3.9864	6.0726	1.535	0
1222.6	166.64	86.742	50.542	20.389	1
545.84	21.853	1.6981	5.9122	2.1663	0
1100.3	160.63	92.571	61.298	34.234	1
479.96	6.9219	4.5956	2.073	1.5575	0
1224.9	163.19	85.251	54.338	22.758	1
532.79	17.72	2.9297	3.2595	1.1583	0
1089.7	169	89.472	52.109	31.831	1
487.45	13.198	5.139	3.9301	0.47572	0
1215.5	172.12	83.023	43.379	19.736	1
543.97	24.71	4.5305	3.8123	1.5961	0
1036.6	155.05	93.796	49.932	29.682	1
488.6	6.9268	4.129	2.5393	1.6867	0
1166.2	156.61	87.969	44.821	17.616	1
541.13	16.815	3.4132	2.7702	0.7243	0
939.74	145.55	70.015	31.644	31.05	1
486.91	6.3428	5.8875	5.0462	1.1505	0
1074.8	143.17	63.932	25.788	20.369	1
542.65	13.777	5.061	5.0248	1.8627	0
1098.5	149.85	98.509	63.803	26.897	1
489.5	9.5663	3.8622	2.3369	1.2797	0
1223.1	152.45	91.787	57.26	14.373	1
543.14	19.161	1.4764	2.0158	1.659	0
1097.8	143.52	88.298	57.112	33.856	1
487.18	7.0468	4.3655	2.4614	1.5611	0
1222.6	144.75	80.904	49.579	22.472	1
539.32	16.833	3.5522	2.643	1.1508	0
1097.6	144.07	88.917	58.009	33.266	1
485.84	6.1303	6.183	5.3093	1.6322	0
1221.9	145.35	81.854	50.673	21.557	1
541.84	13.617	5.1679	5.3455	1.8224	0